Defence ltd.,GBP,827.4293638063384
Defence ltd.,SEK,802.6310925036504
Plumber ltd.,USD,515.0608018656196
Random ltd.,USD,383.1575664351763
Unlimited ltd.,EUR,351.3815100334301
Plumber ltd.,USD,982.7457408846392
Plumber ltd.,EUR,949.2064717911975
Unlimited ltd.,HUF,438.6527872428997
Defence ltd.,SEK,532.3109525955794
Random ltd.,GBP,997.9872699551604
Random ltd.,HUF,305.9958361546383
Gaming ltd.,GBP,988.320914688565
Plumber ltd.,HUF,422.53259924348316
Plumber ltd.,GBP,859.4532992975787
Defence ltd.,HUF,163.87526106682282
Unlimited ltd.,USD,59.44037643397437
Gaming ltd.,HUF,361.0950639086288
Random ltd.,GBP,780.0836059720093
Random ltd.,SEK,604.4516852714961
Unlimited ltd.,HUF,92.43223450874794
Plumber ltd.,SEK,814.5897267765653
Unlimited ltd.,EUR,978.389547100678
Defence ltd.,USD,135.6422719408753
Plumber ltd.,HUF,9.024737483496414
Random ltd.,EUR,563.5111880909637
Random ltd.,EUR,104.33856858925239
Defence ltd.,HUF,972.6284075655309
Gaming ltd.,SEK,785.5536351876328
Defence ltd.,SEK,284.3095074394919
Random ltd.,SEK,373.91132129223115
Random ltd.,USD,8.492623478117078
Plumber ltd.,SEK,645.7472837650204
Random ltd.,HUF,664.1889506005338
Gaming ltd.,GBP,890.4502476623716
Random ltd.,USD,65.20619290879503
Unlimited ltd.,EUR,175.82248964335713
Unlimited ltd.,GBP,866.3713235913527
Plumber ltd.,GBP,866.2698580925306
Defence ltd.,SEK,368.17424768112204
Gaming ltd.,EUR,196.9439091561781
Unlimited ltd.,HUF,437.95693625432517
Random ltd.,USD,537.101151029539
Random ltd.,USD,633.8341892149629
Plumber ltd.,EUR,106.07560791948556
Plumber ltd.,HUF,620.6793782812834
Unlimited ltd.,EUR,484.79328582222
Defence ltd.,SEK,699.8423407389722
Gaming ltd.,EUR,615.9806834303519
Gaming ltd.,EUR,486.76512568083893
Unlimited ltd.,SEK,850.2980896241668
Plumber ltd.,SEK,261.1727991980477
Defence ltd.,USD,388.601058019159
Plumber ltd.,GBP,377.7726196133878
Plumber ltd.,EUR,529.313737931193
Random ltd.,HUF,2.9914750847892524
Plumber ltd.,GBP,963.2761920700585
Plumber ltd.,SEK,773.6995709856928
Gaming ltd.,GBP,897.0661664408075
Gaming ltd.,EUR,242.45766925281686
Defence ltd.,USD,632.235953279294
Unlimited ltd.,SEK,962.8114706824682
Defence ltd.,GBP,906.5578570745868
Defence ltd.,USD,106.64391638160176
Gaming ltd.,USD,510.52962388075474
Defence ltd.,USD,719.5581946825926
Random ltd.,USD,546.215500552571
Unlimited ltd.,SEK,282.55474345350217
Gaming ltd.,HUF,986.0293934825754
Defence ltd.,SEK,628.6097816088785
Gaming ltd.,HUF,628.2194201542261
Plumber ltd.,GBP,477.7632744266307
Plumber ltd.,HUF,17.373191968420798
Random ltd.,USD,717.4562569404965
Plumber ltd.,GBP,707.8994105104777
Unlimited ltd.,USD,926.4744182881822
Random ltd.,GBP,373.6889012640846
Gaming ltd.,SEK,678.1810199725461
Random ltd.,HUF,607.4328626726511
Unlimited ltd.,GBP,565.8616670150452
Defence ltd.,SEK,879.6673283579593
Unlimited ltd.,USD,170.9304124521208
Defence ltd.,GBP,533.6829788955553
Defence ltd.,EUR,891.3142232794947
Unlimited ltd.,GBP,43.0294143504345
Random ltd.,EUR,507.2674067471179
Plumber ltd.,HUF,140.36633546053767
Gaming ltd.,SEK,976.7698461282364
Unlimited ltd.,USD,98.65812443485744
Random ltd.,GBP,411.01005843680394
Defence ltd.,EUR,88.84040197913701
Random ltd.,USD,717.5982642747364
Plumber ltd.,SEK,504.6435104643822
Gaming ltd.,HUF,547.3207085604737
Defence ltd.,GBP,709.6533328949586
Random ltd.,GBP,18.538398432435766
Plumber ltd.,SEK,270.2149135947678
Unlimited ltd.,USD,97.724783324165
Gaming ltd.,SEK,258.60030703248725
Gaming ltd.,HUF,407.98256398335985
Gaming ltd.,HUF,184.01136663924478
